sentiment,reviews,translated_reviews
0,yeah! well some of the faculty are not teaching well but the schedule of the university are superb ... and university asked feedback from us .that is really helpful,Ya! baik beberapa fakultas tidak mengajar dengan baik tetapi jadwal universitas luar biasa ... dan universitas meminta umpan balik dari kami. Itu sangat membantu
1,good,Bagus
0,The content of the courses are good but depth of courses are not enough to get the good concepts.,Isi kursus bagus tetapi kedalaman kursus tidak cukup untuk mendapatkan konsep yang baik.
1,content is sufficient for us,Konten sudah cukup bagi kami
1,excellent,bagus sekali
0,"Content of courses are good, these are very knowledgeable, depth of course is also there but sometimes proper course material is not there.","Konten kursus bagus, ini sangat berpengetahuan, kedalaman tentu saja juga ada tetapi kadang -kadang materi kursus yang tepat tidak ada."
1,good,Bagus
1,"I like communication classes,courses are good","Saya suka kelas komunikasi, kursus bagus"
1,they are giving good knowledge for us,Mereka memberikan pengetahuan yang baik untuk kita
1,Excellent,Bagus sekali
1,"Knowledgeable is Good, Depth of course is satisfying, proper course material is also good","Berpengetahuan luas, kedalaman tentu saja memuaskan, materi kursus yang tepat juga bagus"
1,its good,ini baik
1,every thing is good subjects have a very good depth almost all the books are available in the library and more than that 4/5,"Setiap hal adalah subjek yang baik memiliki kedalaman yang sangat baik, hampir semua buku tersedia di perpustakaan dan lebih dari itu 4/5"
1,good,Bagus
1,Its nice .,Itu bagus.
-1,not good,tidak baik
1,"The material provided in this university is depth of course, The courses in this university is knowledgeable","Materi yang disediakan di universitas ini tentu saja, kursus di universitas ini berpengetahuan luas"
1,The depth of course is very much deep. According to me its very essential,Kedalaman tentu saja sangat dalam. Menurut saya itu sangat penting
0,Some subjects are good and predictable.Remaining courses are not satisfactory,Beberapa subjek bagus dan dapat diprediksi. Kursus yang tidak memuaskan
0,depth of course was good ....providing a basic knowledge not so deep in subjects....at least they should provide deep knowledge and syllabus in core subjects...,Kedalaman tentu saja bagus .... memberikan pengetahuan dasar yang tidak begitu dalam dalam subjek .... setidaknya mereka harus memberikan pengetahuan dan silabus yang mendalam pada subjek inti ...
1,I like this very much because every subject is linked up with real life situations and every thing in the subject is use full,Saya sangat menyukai ini karena setiap subjek dihubungkan dengan situasi kehidupan nyata dan setiap hal dalam subjek digunakan penuh
0,"depth of the course are depended on the level of student intake, course material is delivered after the class in UMS","Kedalaman kursus tergantung pada tingkat asupan siswa, materi kursus disampaikan setelah kelas di UMS"
1,good,Bagus
1,Pretty Good,Cukup bagus
1,Is good,Bagus
-1,not good enough.. we want something more.,Tidak cukup baik .. kami menginginkan sesuatu yang lebih.
1,good,Bagus
-1,LESS TIME FOR STUDY ...LESS TIME FOR PAPER ATTEMTING...LESS TIME FOR EVERY THING ....LESS KNOWLEGE.....LESS DEPTH OF COURSE .....BUT PROPER COURSE MATERIAL ACCORDING TO EXAM,Lebih sedikit waktu untuk belajar ... lebih sedikit waktu untuk melihat kertas ... lebih sedikit waktu untuk setiap hal .... lebih sedikit pengetahuan ..... tentu saja kurang kedalaman ..... tapi materi kursus yang tepat menurut ujian
0,knowledge is maximum gained by reading books also the teachers explain depth if we are interested to know about it.,Pengetahuan diperoleh maksimal dengan membaca buku juga para guru menjelaskan kedalaman jika kita tertarik untuk mengetahuinya.
-1,HAVE TO IMPROVE,Perlu melakukan perbaikan.
0,every one can tell depth of course but some one only give notes,setiap orang dapat mengetahui kedalaman tentu saja tetapi seseorang hanya memberikan catatan
1,we are getting maximum knowledge,Kami mendapatkan pengetahuan maksimal
1,Knowledge is maximum gained by reading books and also teachers explain the concept in depth.,Pengetahuan diperoleh maksimal dengan membaca buku dan juga guru menjelaskan konsep secara mendalam.
0,Its fine but it should focus more towards practical knowledge rather than content based. It would be helpful for us.,Ini bagus tetapi harus lebih fokus pada pengetahuan praktis daripada berbasis konten. Akan sangat membantu bagi kami.
-1,HAVE TO IMPROVE,Perlu melakukan perbaikan.
1,examination pattern is good,Pola pemeriksaan bagus
1,Good,Bagus
1,"Exam pattern is up to the mark and the Cgpa depends on the various marks distributions like ca, mte etc which is very nice as compare to other institutions. Paper checking does not depend on length of ques but on the material which is the best part of it.","Pola ujian sudah memenuhi standar dan CGPA bergantung pada distribusi nilai yang beragam seperti CA, MTE, dll., yang sangat bagus dibandingkan dengan institusi lainnya. Penilaian kertas ujian tidak tergantung pada panjang pertanyaan, tetapi pada materi yang dijawab, yang merupakan bagian terbaiknya."
-1,Again the university tests students of their ability to memorize stuff. Questions should emphasize more on concepts rather than testing brain's cramming storage house.,Sekali lagi universitas menguji siswa dari kemampuan mereka untuk menghafal barang. Pertanyaan harus lebih menekankan pada konsep daripada menguji rumah penyimpanan yang menjejalkan otak.
1,examination pattern is good,Pola pemeriksaan bagus
1,Yes,Ya
1,Good,Bagus
1,I like the question pattern,Saya suka pola pertanyaan
1,Good,Bagus
1,Good,Bagus
1,"This university is far better than other university when coming to the exam pattern,marks disturbation and while coming to paper checking no biased corrections equal to all.","Universitas ini jauh lebih baik daripada universitas lain ketika datang ke pola ujian, menandai gangguan dan saat datang ke kertas memeriksa tidak ada koreksi bias yang sama dengan semua."
1,Great,Besar
1,exam pattern is good and good paper checking.,Pola ujian bagus dan pemeriksaan kertas yang bagus.
0,Pattern and procedure of the examination is very good. Paper checking needed to be improved.,Pola dan prosedur pemeriksaan sangat bagus. Pemeriksaan kertas perlu ditingkatkan.
1,Good,Bagus
1,Excellent,Bagus sekali
1,Good,Bagus
1,Good,Bagus
1,Good marks distribution Students can easily check there performance throught the semester,Distribusi nilai bagus Siswa dapat dengan mudah memeriksa kinerja mereka sepanjang semester
0,"Exam pattern and how it is conducted is really seems to be good but it's my first year and when I went to scrutiny for the first time it was not as per my expectations. Teachers have marked the answers as per their choice, they must look for the content rather than the length of answers. So poor paper checking is there.","Pola ujian dan bagaimana hal itu dilakukan tampaknya benar -benar bagus tetapi ini adalah tahun pertama saya dan ketika saya pergi untuk memeriksa untuk pertama kalinya tidak sesuai harapan saya. Guru telah menandai jawaban sesuai pilihan mereka, mereka harus mencari konten daripada lamanya jawaban. Pemeriksaan kertas yang buruk ada di sana."
1,Descent.,Turun.
1,Excellent,Bagus sekali
1,Excellent,Bagus sekali
1,exam pattern and marks distribution is very well procedure,pola ujian dan distribusi nilai adalah prosedur yang sangat baik
1,Good,Bagus
0,Average,Rata-rata
1,It is statisfactory.,Itu memuaskan.
1,Good,Bagus
-1,not so good,tidak begitu baik
1,all good,semuanya bagus
-1,"Not that much good 
 Students are working so hard
 But they aren't getting satisfactory result","Tidak terlalu bagus
 Siswa bekerja sangat keras
 Tapi mereka tidak mendapatkan hasil yang memuaskan"
0,All are good except paper checking. It should be improved,Semuanya bagus kecuali pemeriksaan kertas. Itu harus ditingkatkan
1,Overall all these things are the plus point of the university,Secara keseluruhan semua hal ini adalah titik plus dari universitas
1,Notbad,Tidak buruk
1,It is very gud,Itu sangat bagus
0,Examination pattern is good but marks distribution very confusing,Pola pemeriksaan bagus tetapi menandai distribusi sangat membingungkan
1,"Exam pattern is good, marks distribution is also good but paper checking is very tight.","Pola ujiannya bagus, distribusi nilai juga bagus tapi pemeriksaan kertas sangat ketat."
1,Everything is fine.,Semuanya baik-baik saja.
0,Examination pattern is good but marks distribution very confusing,Pola pemeriksaan bagus tetapi menandai distribusi sangat membingungkan
1,satisfactory,memuaskan
1,Good,Bagus
1,Good,Bagus
1,Very good,Sangat bagus
1,Very good,Sangat bagus
1,Accurate,Tepat
0,it is neither too good nor too bad,itu tidak terlalu bagus atau terlalu buruk
1,exam pattern is good and good paper checking.,Pola ujian bagus dan pemeriksaan kertas yang bagus.
1,Excellent,Bagus sekali
1,good,Bagus
1,good,Bagus
1,good,Bagus
1,good,Bagus
1,good,Bagus
1,good,Bagus
1,Excellent,Bagus sekali
1,"examination pattern, marks, paper checking is good.","Pola ujian, nilai, dan penilaian kertas ujian sangat baik."
-1,"too many examinations, we are frustrated","Terlalu banyak ujian, kami frustrasi"
0,too much examinations,terlalu banyak ujian
0,average,rata-rata
1,examination including exam pattern is good in some ways.MCQs shouls given to students for the preparation of exams.,Ujian termasuk pola ujian baik dalam beberapa cara. MCQS harus diberikan kepada siswa untuk persiapan ujian.
-1,the level of examination should be raised. Questions with reasoning must be included,Tingkat pemeriksaan harus dinaikkan. Pertanyaan dengan alasan harus dimasukkan
1,ok,Oke
1,fair marking scheme and adaptable pattern,Skema penandaan yang adil dan pola yang mudah beradaptasi
0,pattern of examination is good but paper checking is not at all going in a good way.,Pola pemeriksaan bagus tetapi pengecekan kertas sama sekali tidak berjalan dengan cara yang baik.
-1,there should not be negative marking,Tidak seharusnya ada penilaian negatif.
1,all things are good,semuanya bagus
-1,there should not be negative marking,Tidak seharusnya ada penilaian negatif.
-1,there should not be negative marking,Tidak seharusnya ada penilaian negatif.
1,not bad,tidak buruk
1,All is good .,Semua baik .
1,"I like it , i am satisfied all these work","Saya menyukainya, saya puas semua pekerjaan ini"
1,Good,Bagus
1,excellent,bagus sekali
1,quite good,lumayan bagus
1,good,Bagus
-1,very poor,sangat buruk
1,exam pattern is good and good paper checking but paper checking can be improved,Pola ujian bagus dan pemeriksaan kertas yang bagus tetapi pengecekan kertas dapat ditingkatkan
1,"exam pattern is good, very well marks distribution and paper checking varies from faculty to faculty.","Pola ujian baik, sangat baik menandai distribusi dan pemeriksaan kertas bervariasi dari fakultas ke fakultas."
1,all excellent,Semua sangat baik
1,good,Bagus
1,Excellent,Bagus sekali
1,good,Bagus
1,good,Bagus
0,marks distribution is good but paper checking is not that well,distribusi nilai bagus tetapi pemeriksaan kertas tidak begitu bagus
1,satisfied,puas
1,Excellent,Bagus sekali
1,Good,Bagus
1,good,Bagus
-1,Very Tough,"sangat sulit
"
1,good,Bagus
1,Excellent,Bagus sekali
1,Good,Bagus
1,good.,Bagus.
1,it is good,ini baik
-1,bad,buruk
0,Examination pattern is good but mcq paper checking marks are not correct sometimes.,"Pola ujian yang baik, tetapi penilaian kertas soal pilihan ganda (MCQ) kadang-kadang tidak akurat dalam memberikan nilai."
-1,very strict,sangat ketat
1,It is a good way in pattern,Ini adalah cara yang baik dalam pola
1,good,Bagus
1,good,Bagus
-1,Not good,Tidak baik
1,Very good,Sangat bagus
-1,as per the exam pattern maths exam always have to be subjective rather than objective.,Sesuai ujian matematika Pola Ujian selalu harus subyektif daripada objektif.
1,all good,semuanya bagus
-1,its very bad thing not sowing answer of mcQ in exam we dont jiged what is right and wrong where make mistake,"Hal ini sangat buruk ketika jawaban MCQ tidak ditampilkan dalam ujian, kita tidak tahu apa yang benar dan salah serta di mana kesalahan terjadi.
"
1,coming to the examinations it is good,datang ke ujian itu bagus
0,In CA's its in the hands of lectures... while in mte's and ete's its good.,"Dalam penilaian berkelanjutan (CA), keputusan ada di tangan dosen... sedangkan dalam MTE (ujian tengah semester) dan ETE (ujian akhir semester), hal tersebut bagus."
0,i think mid term should be also subjective,"Menurut saya, ujian tengah semester seharusnya juga bersifat subjektif."
1,exam pattern and marks distribution are good,pola ujian dan distribusi nilai bagus
1,good,Bagus
1,very good,sangat bagus
1,good,Bagus
1,Examination pattern and marks distribution all the terms are good.Ca and MTE also give the chance to students for improving.,Pola Ujian dan Menandai Distribusi Semua istilahnya bagus.
1,GOOD,BAGUS
0,in examinations please try to give question papers,"Dalam ujian, coba berikan makalah pertanyaan"
1,very good,sangat bagus
1,GOOD AND STRICT,Bagus dan ketat
-1,not much good,tidak banyak bagus
0,exams conducting is very good .but paper correction is very bad,"pelaksanaan ujian sangat bagus .tapi koreksi kertas sangat buruk
"
0,The examination pattern is good. More of logic based and subjective questions to be asked which is based upon conceptual learning. Paper checking must be done in a more lucid manner because many doubts arise with the checking of OMR sheet.,Pola pemeriksaannya bagus. Lebih banyak pertanyaan berbasis logika dan subyektif yang harus ditanyakan yang didasarkan pada pembelajaran konseptual. Pemeriksaan kertas harus dilakukan dengan cara yang lebih jernih karena banyak keraguan muncul dengan pemeriksaan lembar OMR.
1,all these are good,Semua ini bagus
1,the best pattern of examination are in lpu .,Pola pemeriksaan terbaik adalah di LPU.
0,mid term percentage should be increased so that students get more choice to get success in the examinations,Persentase jangka menengah harus ditingkatkan sehingga siswa mendapatkan lebih banyak pilihan untuk mendapatkan kesuksesan dalam ujian
1,very good,sangat bagus
1,Good,Bagus
1,good,Bagus
1,The examination system of the university is very impressive.The sitting plan of he students is made in such a way that no 2 students of same class give the exam in same room or even sometimes same blocks.Through this students also get to know and visit different blocks of the university.The checking is also fair .,Sistem ujian universitas sangat mengesankan. Rencana duduk siswa dia dibuat sedemikian rupa sehingga tidak ada 2 siswa dari kelas yang sama memberikan ujian di kamar yang sama atau bahkan kadang -kadang blok yang sama. Melalui siswa ini juga mengenal dan mengunjungi Berbagai blok universitas. Pemeriksaan juga adil.
1,Everything is pretty well organised,Semuanya cukup terorganisir
1,good,Bagus
1,very good 5/5,sangat bagus 5/5
1,good,Bagus
-1,for some subjects like maths and english(passage writing) the time duration needs to increase,Untuk beberapa mata pelajaran seperti matematika dan bahasa Inggris (penulisan bagian) durasi waktu perlu meningkat
0,"Pattern is good ...marks distribution that includes ca,mt,et ,nd attendence all that is little complicated","Pola itu bagus ... Menandai distribusi yang mencakup CA, MT, ET, dan kehadiran semua yang sedikit rumit"
1,good,Bagus
1,every thing is fine.,semuanya baik-baik saja.
1,good,Bagus
1,Probably the best part of university is its examination and its pattern.,Mungkin bagian terbaik dari universitas adalah ujian dan polanya.
1,"I have never seen this type of examination,,,,,,,very GOOD pattern","Saya belum pernah melihat jenis pemeriksaan ini ,,,,,, pola yang sangat bagus"
-1,"examination checking sucks here , don't know why I get low marks even if 4 qustions are wrong . answer key of exam is absurd, discrepancy system is not advantageous, answers of exam not right, omr should be uploaded","Pemeriksaan ujian di sini sangat buruk, tidak tahu mengapa saya mendapatkan nilai rendah meskipun hanya ada 4 pertanyaan yang salah. Kunci jawaban ujian sangat tidak masuk akal, sistem perbedaan tidak menguntungkan, jawaban ujian tidak benar, dan lembar OMR harus diunggah."
1,It is best,Yang terbaik
1,Good,Bagus
1,good,Bagus
-1,"examination pattern is good but, there is blunder mistake.that is we ha no alternate to check the mistake where we have done morever no question papers also not given for discussion.so i suggest to..provide option for checking mistakes in the MCQ exams such as midterm.","Pola ujian itu bagus, tetapi terdapat kesalahan yang sangat fatal. Kami tidak memiliki alternatif untuk memeriksa kesalahan yang telah kami lakukan, juga tidak diberikan soal ujian untuk dibahas. Oleh karena itu, saya menyarankan untuk memberikan opsi untuk memeriksa kesalahan dalam ujian pilihan ganda seperti ujian tengah semester."
1,good,Bagus
1,ok,Oke
1,good,Bagus
1,excellent,bagus sekali
-1,time not sufficient,waktu tidak cukup
1,good,Bagus
1,exam pattern is good,Pola ujian bagus
1,excellent!!!,bagus sekali!!!
0,every thing is excellent but paper checking is not good,Semuanya luar biasa tetapi pengecekan kertas tidak bagus
-1,We don't get answers key and even the question papers for our mcq exams.There should be some means by which we could recheck our answers and get to know what mistakes we have made.,Kami tidak mendapatkan kunci jawaban dan bahkan kertas pertanyaan untuk ujian MCQ kami. Seharusnya ada beberapa cara yang dengannya kami dapat memeriksa kembali jawaban kami dan mengetahui kesalahan apa yang telah kami buat.
0,exam pattern is very nice but paper checking is not at all good .,Pola ujian sangat bagus tetapi pengecekan kertas sama sekali tidak bagus.
1,good,Bagus
0,Exam pattern and marks distribution are excellent but sometimes there are some errors in paper checking.,Pola ujian dan distribusi nilai sangat baik tetapi terkadang ada beberapa kesalahan dalam memeriksa kertas.
1,good,Bagus
0,exam pattern is very good but if you give question papers to students it is helpful,pola ujian sangat bagus tetapi jika Anda memberikan makalah pertanyaan kepada siswa itu sangat membantu
1,its better,lebih baik
1,Excellent,Bagus sekali
1,"Exam pattern Very good, Marks distribution good but sometimes disappointing, paper checking OK","Pola ujian sangat bagus, menandai distribusi bagus tapi terkadang mengecewakan, memeriksa kertas ok"
1,yeah its obviously good,ya itu jelas bagus
1,exam pattern is completely different the entire exams are objective oriented resumbling the education in abroad my review is 5/5,Pola ujian sangat berbeda seluruh ujian adalah orientasi objektif yang berorientasi pada pendidikan di luar negeri ulasan saya adalah 5/5
1,everything was good.,Semuanya baik -baik saja.
1,everything is good.,semuanya baik.
0,excellent but checking procedure is not exceptable since we fail to know our faults in mid term..,Prosedur yang sangat baik tetapi pemeriksaan tidak terkecuali karena kami gagal mengetahui kesalahan kami di tengah semester ..
1,"Excellent exam pattern, paper checking in this university is easy","Pola ujian yang sangat baik, pengecekan kertas di universitas ini mudah"
0,I don't like the -ve marking system. apart from that everything is great,Saya tidak suka sistem penandaan. Terlepas dari itu semuanya bagus
-1,"Returning the question paper after the exams to be expected,because to clear and clarify the doubts regarding particular subjects","Mengembalikan kertas pertanyaan setelah ujian diharapkan, karena untuk membersihkan dan mengklarifikasi keraguan tentang subjek tertentu"
1,examination pattern was excellent,Pola pemeriksaan sangat baik
1,good,Bagus
1,"Exams are conducted upon the the basis of the revised chapters upto that point, marks distribution is appropriate, paper checking is good","Ujian dilakukan atas dasar bab yang direvisi hingga saat itu, menandai distribusi sesuai, pengecekan kertas itu bagus"
0,very hard papers and main concept papers,makalah yang sangat keras dan makalah konsep utama
1,Good,Bagus
-1,Not so good,Tidak begitu baik
-1,strict paper correction.,Koreksi kertas yang ketat.
0,super but paper checking is not good,Super tapi pengecekan kertas tidak bagus
1,NICE TIMING..,Waktu yang tepat ..
0,That's good to have a negative marking pattern in exam but the time is not sufficient to do all the questions.,Itu bagus untuk memiliki pola penandaan negatif dalam ujian tetapi waktunya tidak cukup untuk melakukan semua pertanyaan.
1,EXAMPATTERN IS GOOD AND MARKS DISTRIBUTION IS ALSO GOOD AND PAPER CHECKING IS VERY HARD,Exampattern bagus dan menandai distribusi juga bagus dan pengecekan kertas sangat sulit
1,exam pattern is good and marks distribution is also good but paper checking is too hard,Pola ujian bagus dan menandai distribusi juga bagus tetapi pengecekan kertas terlalu sulit
1,all are good,Semuanya bagus
0,The examination pattern is good .But time is not sufficient for those questions.,Pola pemeriksaan baik. Tapi waktu tidak cukup untuk pertanyaan -pertanyaan itu.
1,MCQ pattern is quite good and efficient way for evolving students.,Pola MCQ adalah cara yang cukup baik dan efisien untuk mengembangkan siswa.
0,PAPER CHECKING IS VERY HARD REMAINING IS GOOD,Pemeriksaan kertas sangat sulit tersisa
-1,"not satisfactory, lab work must include latest technologies","Tidak memuaskan, pekerjaan lab harus mencakup teknologi terbaru"
1,Good,Bagus
1,Lab work is properly covered in the labs by the faculty and evaluations help to learn more practical knowledge in depth.,Pekerjaan laboratorium dibahas dengan baik di laboratorium oleh fakultas dan evaluasi membantu mempelajari pengetahuan yang lebih praktis secara mendalam.
1,Good,Bagus
1,practical work provides detail knowledge of theoretical work,Pekerjaan Praktis memberikan detail pengetahuan tentang pekerjaan teoretis
1,Yes,Ya
1,Good,Bagus
1,Everything is going fine in lab . learning new things. That is good for us,Semuanya baik -baik saja di lab. mempelajari hal -hal baru. Itu bagus untuk kita
1,Good,Bagus
1,Good,Bagus
-1,Lab and practical are not upto the mark. The topic which are practiced are almost already done in Btech.,Praktikum dan kegiatan praktis tidak mencapai standar yang diharapkan. Topik yang dipraktikkan sebagian besar telah dibahas dalam program B.Tech sebelumnya.
-1,Not up to the mark,Tidak mencapai standar yang diharapkan.
-1,lab improves practical knowledge,Lab meningkatkan pengetahuan praktis
0,Sometimes systems at labs are screwed up .Otherwise everything is at their respected desk.,Terkadang sistem di laboratorium kacau. Selain itu semuanya ada di meja yang dihormati.
1,Good,Bagus
1,Good,Bagus
1,Practical work is fair,Pekerjaan praktis itu adil
1,Good,Bagus
1,Practical and easy learning,Pembelajaran Praktis dan Mudah
-1,"The evaluation is again bad for our CA, as one of our faculty is really weird. He gives us remarks on the basis of how we present things in front of it, he never look for the content of our answer, which is really annoying. As he expects us to deliver answer in the way he wants us to do. But how can a person do that, as people do have different mentality and they do explain themselves in different manner, so a teacher must understand that quality of a child and should give him marks on the basis of what they say not what they should say.","Evaluasi ini sekali lagi buruk untuk mata pelajaran CA kami, karena salah satu dosen kami benar-benar aneh. Dia memberikan catatan kepada kami berdasarkan bagaimana kami menyajikan hal-hal di depannya, dia tidak pernah melihat konten jawaban kami, yang sangat menjengkelkan. Dia mengharapkan kami memberikan jawaban sesuai dengan apa yang dia inginkan. Namun, bagaimana seseorang dapat melakukannya, karena orang memiliki mentalitas yang berbeda dan mereka menjelaskan diri mereka dengan cara yang berbeda. Seorang guru seharusnya memahami kualitas seorang murid dan memberikan nilai berdasarkan apa yang mereka katakan, bukan apa yang seharusnya mereka katakan."
1,Good.,Bagus.
1,Good,Bagus
1,Good,Bagus
1,well and good infrastructure and have trending software in lab,Nah dan infrastruktur yang baik dan memiliki perangkat lunak yang sedang tren di lab
1,Good,Bagus
0,Average,Rata-rata
-1,3 hours practical is so long. It should be of 2 hours only,3 jam praktis sangat panjang. Itu harus dari 2 jam saja
1,Good,Bagus
1,ok ok,ok ok
-1,practicle must be of 2 hours,Praktik harus 2 jam
1,"It's good 
 Also depends on teacher's knowledge and student's interest","Ini baik
 Juga tergantung pada pengetahuan guru dan minat siswa"
1,All good,Semuanya bagus
0,Average,Rata-rata
-1,Too much lab file work,Terlalu Banyak Pekerjaan File Lab
0,Evaluation method is good.But the content is more to write in file,Metode evaluasi bagus. Tapi kontennya lebih banyak untuk ditulis dalam file
1,excellent,bagus sekali
1,Its good,Ini baik
0,I think electrotherapy practical should be of 2 hours.That's enough I think. Rest is fine.,Saya pikir elektroterapi praktis harus 2 jam. Itu cukup saya pikir. Istirahat baik -baik saja.
1,excellent,bagus sekali
-1,lab duration of 3 hours is very long .,Durasi lab 3 jam sangat panjang.
0,Average,Rata-rata
1,Good,Bagus
1,Good,Bagus
1,It's good,Ini baik
1,It's good,Ini baik
1,lab evaluations are pretty good .they help us a lot.,Evaluasi lab cukup baik. Mereka sangat membantu kami.
1,having good material in labs.,memiliki materi yang bagus di laboratorium.
1,too much good,Terlalu banyak bagus
1,good,Bagus
0,average,rata-rata
-1,it is difficult to understand experiment in 1 hour,Sulit untuk memahami eksperimen dalam 1 jam
1,good,Bagus
1,good,Bagus
1,good,Bagus
1,lab work is also good,Pekerjaan lab juga bagus
1,lab work is quite good,Pekerjaan lab cukup baik
0,lab activities are good but not satisfactory in explaining point of view.,Kegiatan laboratorium baik tetapi tidak memuaskan dalam menjelaskan sudut pandang.
1,helps in improving skills,membantu dalam meningkatkan keterampilan
1,lab work is nice.,Pekerjaan lab itu bagus.
1,practical work including evaluations are good so that students can learn about practicals.,Pekerjaan praktis termasuk evaluasi baik sehingga siswa dapat belajar tentang praktis.
1,laboratory provides us a good knowledge about practicals.,Laboratorium memberi kita pengetahuan yang baik tentang praktis.
1,good,Bagus
-1,practical work insome labs are not upto the marks,kerja praktek di beberapa laboratorium tidak sesuai standar
0,labs are good but experiments are not very informative,Laboratorium bagus tetapi eksperimen tidak terlalu informatif
-1,the labs are not practically built,Laboratorium tidak dibangun secara praktis
1,good,Bagus
1,practical work is good,Pekerjaan praktis itu bagus
1,good,Bagus
1,super,super
1,This is the best in our university because there is no other university which takes seriously for practical work.,Ini adalah yang terbaik di universitas kami karena tidak ada universitas lain yang membutuhkan pekerjaan praktis.
-1,"some time lab is not proper working , some teacher's practical knowledge is less on the other side evaluations is not that much good","Beberapa waktu lab tidak tepat bekerja, pengetahuan praktis beberapa guru kurang di sisi lain evaluasi tidak terlalu bagus"
1,Good,Bagus
1,satisfactory,memuaskan
-1,very poor.no equipments are there,sangat buruk. Tidak ada peralatan
-1,poor,buruk
-1,very poor.no equipments are there,sangat buruk. Tidak ada peralatan
-1,lab practicals and evaluations are below average and need lot of changes and improvements,Praktik laboratorium dan evaluasi di bawah rata -rata dan membutuhkan banyak perubahan dan perbaikan
-1,lab practical work can further be improved so that it can meet industrial standards,Pekerjaan praktis laboratorium selanjutnya dapat ditingkatkan sehingga dapat memenuhi standar industri
1,excellent work,Kerja bagus
1,good,Bagus
1,good,Bagus
1,good,Bagus
1,very good,sangat bagus
-1,its hard to find a computer working in lab. Students cannot save data in one single PC,Sulit menemukan komputer yang bekerja di lab. Siswa tidak dapat menyimpan data dalam satu PC tunggal
1,good,Bagus
-1,"Not good, becouse in lab teachers do not teach us how to work on live projects or how to make a live project. So i have ovserved that whatever teachers have been teachig us in lab that will not usefull in our future life.","Tidak baik, karena guru laboratorium tidak mengajari kami cara mengerjakan proyek langsung atau cara membuat proyek langsung. Jadi saya telah melayani bahwa guru apa pun telah mengajar kami di lab yang tidak akan berguna dalam kehidupan kita di masa depan."
-1,not good..the timing is too much for labs and syllabus is also so vast.we don't get proper revision,tidak bagus..khakimnya terlalu banyak untuk laboratorium dan silabus juga sangat luas. Kami tidak mendapatkan revisi yang memadai
1,good,Bagus
1,Good,Bagus
1,good,Bagus
1,Good,Bagus
1,Good,Bagus
1,satisfactory.,memuaskan.
-1,i hate it,saya membencinya
1,very good,sangat bagus
-1,Practical work is in interesting but different teachers evaluate in their own way. Some of the teachers in some section give marks without taking viva and some does not give marks accordingly,Pekerjaan praktis menarik tetapi guru yang berbeda mengevaluasi dengan caranya sendiri. Guru di beberapa bagian ada yang memberi nilai tanpa mengambil ujian lisan dan ada yang tidak memberi nilai sesuai
1,good,Bagus
1,good,Bagus
1,good,Bagus
1,good,Bagus
1,Good,Bagus
1,Good,Bagus
1,as per the lab evaluation we r satisfied with it,"Sesuai evaluasi laboratorium, kami puas dengan itu"
1,good,Bagus
1,lab and practical work are litial good,lab dan pekerjaan praktis adalah hal yang baik
1,good,Bagus
-1,not very good... must be improved.,Tidak terlalu bagus ... harus ditingkatkan.
1,good,Bagus
1,very good,sangat bagus
-1,bad,buruk
1,good,Bagus
1,good,Bagus
1,With the help of practicals students are able to understand all the concept.so it is also good.,"Dengan bantuan praktik, siswa dapat memahami semua konsepnya. Jadi itu juga bagus."
1,GOOD,BAGUS
1,very good,sangat bagus
1,good,Bagus
1,LAB IS VERY GOOD,Lab sangat bagus
1,good,Bagus
-1,not good...... must be improve,tidak bagus ...... harus ditingkatkan
1,Lab evaluations are good.,Evaluasi laboratorium bagus.
0,it was good but it can be improved,Itu bagus tapi bisa ditingkatkan
-1,most of the teacher don't even bother about the practical performed by students.They give marks just by seeing face or something like that.,Sebagian besar guru bahkan tidak peduli tentang praktik yang dilakukan oleh para siswa. Mereka memberikan nilai hanya dengan melihat wajah atau hal-hal semacam itu.
-1,good but marks are not given properly,bagus tapi nilai tidak diberikan dengan benar
1,good,Bagus
1,Excellent,Bagus sekali
0,practicals are good but evaluations are not because they don't give enough time to work,Praktis bagus tetapi evaluasi bukan karena mereka tidak memberikan cukup waktu untuk bekerja
1,They are conducted in proper way.,Mereka dilakukan dengan cara yang tepat.
0,Teachers are supposed to let the students know the actual use of the instruments used in the lab.,Guru seharusnya memberi tahu para siswa tentang penggunaan instrumen yang digunakan di lab.
1,excellent ...they work hard..their way of teaching is also pretty good,Luar biasa ... mereka bekerja keras .. cara mengajar mereka juga cukup bagus
0,average 3.5/5,"rata -rata 3,5/5"
1,good,Bagus
0,"In labs,the lecturers has to interact with each student to improve their knowledge, in all the ways,before giving us the work they must explain about the experiment once so that we will come to know how to perform n take precautions while doing,........","Di laboratorium, para dosen harus berinteraksi dengan setiap siswa untuk meningkatkan pengetahuan mereka, dalam segala hal, sebelum memberi kita pekerjaan yang harus mereka jelaskan tentang percobaan sekali sehingga kita akan mengetahui bagaimana melakukan dan mengambil tindakan pencegahan saat melakukan,. ..."
1,Good,Bagus
1,ok,Oke
1,its fine.,tidak apa-apa.
1,good,Bagus
-1,More number of lab/practicals should be there to enhance practical knowledge.,Lebih banyak jumlah lab/praktis harus ada untuk meningkatkan pengetahuan praktis.
1,Here we r able to do every thing by our own with u r valuable support,Di sini kita dapat melakukan semuanya dengan dukungan kita sendiri
1,pretty good,cukup bagus
