sentiment,reviews,translated_reviews
1,"This university is far better than other university when coming to the exam pattern,marks disturbation and while coming to paper checking no biased corrections equal to all.",universitas ini jauh lebih baik daripada universitas lain ketika datang ke pola ujian menandai gangguan dan saat datang ke kertas memeriksa tidak ada koreksi bias yang sama dengan semua
1,Great,besar
1,exam pattern is good and good paper checking.,pola ujian bagus dan pemeriksaan kertas yang bagus
0,Pattern and procedure of the examination is very good. Paper checking needed to be improved.,pola dan prosedur pemeriksaan sangat bagus pemeriksaan kertas perlu ditingkatkan
1,Good marks distribution Students can easily check there performance throught the semester,distribusi nilai bagus siswa dapat dengan mudah memeriksa kinerja mereka sepanjang semester
0,"Exam pattern and how it is conducted is really seems to be good but it's my first year and when I went to scrutiny for the first time it was not as per my expectations. Teachers have marked the answers as per their choice, they must look for the content rather than the length of answers. So poor paper checking is there.",pola ujian dan bagaimana hal itu dilakukan tampaknya benar benar bagus tetapi ini adalah tahun pertama saya dan ketika saya pergi untuk memeriksa untuk pertama kalinya tidak sesuai harapan saya guru telah menandai jawaban sesuai pilihan mereka mereka harus mencari konten daripada lamanya jawaban pemeriksaan kertas yang buruk ada di sana
1,Descent.,turun
1,exam pattern and marks distribution is very well procedure,pola ujian dan distribusi nilai adalah prosedur yang sangat baik
1,It is statisfactory.,itu memuaskan
-1,"Not that much good 
 Students are working so hard
 But they aren't getting satisfactory result","tidak terlalu bagus
 siswa bekerja sangat keras
 tapi mereka tidak mendapatkan hasil yang memuaskan"
0,All are good except paper checking. It should be improved,semuanya bagus kecuali pemeriksaan kertas itu harus ditingkatkan
1,Overall all these things are the plus point of the university,secara keseluruhan semua hal ini adalah titik plus dari universitas
0,Examination pattern is good but marks distribution very confusing,pola pemeriksaan bagus tetapi menandai distribusi sangat membingungkan
1,"Exam pattern is good, marks distribution is also good but paper checking is very tight.",pola ujiannya bagus distribusi nilai juga bagus tapi pemeriksaan kertas sangat ketat
0,it is neither too good nor too bad,itu tidak terlalu bagus atau terlalu buruk
1,"examination pattern, marks, paper checking is good.",pola ujian nilai dan penilaian kertas ujian sangat baik
-1,"too many examinations, we are frustrated",terlalu banyak ujian kami frustrasi
0,too much examinations,terlalu banyak ujian
1,examination including exam pattern is good in some ways.MCQs shouls given to students for the preparation of exams.,ujian termasuk pola ujian baik dalam beberapa cara mcqs harus diberikan kepada siswa untuk persiapan ujian
-1,the level of examination should be raised. Questions with reasoning must be included,tingkat pemeriksaan harus dinaikkan pertanyaan dengan alasan harus dimasukkan
1,fair marking scheme and adaptable pattern,skema penandaan yang adil dan pola yang mudah beradaptasi
0,pattern of examination is good but paper checking is not at all going in a good way.,pola pemeriksaan bagus tetapi pengecekan kertas sama sekali tidak berjalan dengan cara yang baik
-1,there should not be negative marking,tidak seharusnya ada penilaian negatif
1,All is good .,semua baik 
1,"I like it , i am satisfied all these work",saya menyukainya saya puas semua pekerjaan ini
1,quite good,lumayan bagus
-1,very poor,sangat buruk
1,exam pattern is good and good paper checking but paper checking can be improved,pola ujian bagus dan pemeriksaan kertas yang bagus tetapi pengecekan kertas dapat ditingkatkan
1,"exam pattern is good, very well marks distribution and paper checking varies from faculty to faculty.",pola ujian baik sangat baik menandai distribusi dan pemeriksaan kertas bervariasi dari fakultas ke fakultas
1,all excellent,semua sangat baik
0,marks distribution is good but paper checking is not that well,distribusi nilai bagus tetapi pemeriksaan kertas tidak begitu bagus
-1,Very Tough,"sangat sulit
"
-1,bad,buruk
0,Examination pattern is good but mcq paper checking marks are not correct sometimes.,pola ujian yang baik tetapi penilaian kertas soal pilihan ganda mcq kadangkadang tidak akurat dalam memberikan nilai
-1,very strict,sangat ketat
1,It is a good way in pattern,ini adalah cara yang baik dalam pola
-1,as per the exam pattern maths exam always have to be subjective rather than objective.,sesuai ujian matematika pola ujian selalu harus subyektif daripada objektif
-1,its very bad thing not sowing answer of mcQ in exam we dont jiged what is right and wrong where make mistake,"hal ini sangat buruk ketika jawaban mcq tidak ditampilkan dalam ujian kita tidak tahu apa yang benar dan salah serta di mana kesalahan terjadi
"
1,coming to the examinations it is good,datang ke ujian itu bagus
0,In CA's its in the hands of lectures... while in mte's and ete's its good.,dalam penilaian berkelanjutan ca keputusan ada di tangan dosen sedangkan dalam mte ujian tengah semester dan ete ujian akhir semester hal tersebut bagus
0,i think mid term should be also subjective,menurut saya ujian tengah semester seharusnya juga bersifat subjektif
1,exam pattern and marks distribution are good,pola ujian dan distribusi nilai bagus
1,Examination pattern and marks distribution all the terms are good.Ca and MTE also give the chance to students for improving.,pola ujian dan menandai distribusi semua istilahnya bagus
0,in examinations please try to give question papers,dalam ujian coba berikan makalah pertanyaan
1,GOOD AND STRICT,bagus dan ketat
-1,not much good,tidak banyak bagus
0,exams conducting is very good .but paper correction is very bad,"pelaksanaan ujian sangat bagus tapi koreksi kertas sangat buruk
"
0,The examination pattern is good. More of logic based and subjective questions to be asked which is based upon conceptual learning. Paper checking must be done in a more lucid manner because many doubts arise with the checking of OMR sheet.,pola pemeriksaannya bagus lebih banyak pertanyaan berbasis logika dan subyektif yang harus ditanyakan yang didasarkan pada pembelajaran konseptual pemeriksaan kertas harus dilakukan dengan cara yang lebih jernih karena banyak keraguan muncul dengan pemeriksaan lembar omr
1,all these are good,semua ini bagus
1,the best pattern of examination are in lpu .,pola pemeriksaan terbaik adalah di lpu
0,mid term percentage should be increased so that students get more choice to get success in the examinations,persentase jangka menengah harus ditingkatkan sehingga siswa mendapatkan lebih banyak pilihan untuk mendapatkan kesuksesan dalam ujian
1,The examination system of the university is very impressive.The sitting plan of he students is made in such a way that no 2 students of same class give the exam in same room or even sometimes same blocks.Through this students also get to know and visit different blocks of the university.The checking is also fair .,sistem ujian universitas sangat mengesankan rencana duduk siswa dia dibuat sedemikian rupa sehingga tidak ada 2 siswa dari kelas yang sama memberikan ujian di kamar yang sama atau bahkan kadang kadang blok yang sama melalui siswa ini juga mengenal dan mengunjungi berbagai blok universitas pemeriksaan juga adil
1,Everything is pretty well organised,semuanya cukup terorganisir
1,very good 5/5,sangat bagus 55
-1,for some subjects like maths and english(passage writing) the time duration needs to increase,untuk beberapa mata pelajaran seperti matematika dan bahasa inggris penulisan bagian durasi waktu perlu meningkat
0,"Pattern is good ...marks distribution that includes ca,mt,et ,nd attendence all that is little complicated",pola itu bagus  menandai distribusi yang mencakup ca mt et dan kehadiran semua yang sedikit rumit
1,Probably the best part of university is its examination and its pattern.,mungkin bagian terbaik dari universitas adalah ujian dan polanya
1,"I have never seen this type of examination,,,,,,,very GOOD pattern",saya belum pernah melihat jenis pemeriksaan ini  pola yang sangat bagus
-1,"examination checking sucks here , don't know why I get low marks even if 4 qustions are wrong . answer key of exam is absurd, discrepancy system is not advantageous, answers of exam not right, omr should be uploaded",pemeriksaan ujian di sini sangat buruk tidak tahu mengapa saya mendapatkan nilai rendah meskipun hanya ada 4 pertanyaan yang salah kunci jawaban ujian sangat tidak masuk akal sistem perbedaan tidak menguntungkan jawaban ujian tidak benar dan lembar omr harus diunggah
1,It is best,yang terbaik
-1,"examination pattern is good but, there is blunder mistake.that is we ha no alternate to check the mistake where we have done morever no question papers also not given for discussion.so i suggest to..provide option for checking mistakes in the MCQ exams such as midterm.",pola ujian itu bagus tetapi terdapat kesalahan yang sangat fatal kami tidak memiliki alternatif untuk memeriksa kesalahan yang telah kami lakukan juga tidak diberikan soal ujian untuk dibahas oleh karena itu saya menyarankan untuk memberikan opsi untuk memeriksa kesalahan dalam ujian pilihan ganda seperti ujian tengah semester
-1,time not sufficient,waktu tidak cukup
1,exam pattern is good,pola ujian bagus
0,every thing is excellent but paper checking is not good,semuanya luar biasa tetapi pengecekan kertas tidak bagus
-1,We don't get answers key and even the question papers for our mcq exams.There should be some means by which we could recheck our answers and get to know what mistakes we have made.,kami tidak mendapatkan kunci jawaban dan bahkan kertas pertanyaan untuk ujian mcq kami seharusnya ada beberapa cara yang dengannya kami dapat memeriksa kembali jawaban kami dan mengetahui kesalahan apa yang telah kami buat
0,exam pattern is very nice but paper checking is not at all good .,pola ujian sangat bagus tetapi pengecekan kertas sama sekali tidak bagus
0,Exam pattern and marks distribution are excellent but sometimes there are some errors in paper checking.,pola ujian dan distribusi nilai sangat baik tetapi terkadang ada beberapa kesalahan dalam memeriksa kertas
0,exam pattern is very good but if you give question papers to students it is helpful,pola ujian sangat bagus tetapi jika anda memberikan makalah pertanyaan kepada siswa itu sangat membantu
1,"Exam pattern Very good, Marks distribution good but sometimes disappointing, paper checking OK",pola ujian sangat bagus menandai distribusi bagus tapi terkadang mengecewakan memeriksa kertas ok
1,yeah its obviously good,ya itu jelas bagus
1,exam pattern is completely different the entire exams are objective oriented resumbling the education in abroad my review is 5/5,pola ujian sangat berbeda seluruh ujian adalah orientasi objektif yang berorientasi pada pendidikan di luar negeri ulasan saya adalah 55
1,everything was good.,semuanya baik baik saja
0,excellent but checking procedure is not exceptable since we fail to know our faults in mid term..,prosedur yang sangat baik tetapi pemeriksaan tidak terkecuali karena kami gagal mengetahui kesalahan kami di tengah semester 
1,"Excellent exam pattern, paper checking in this university is easy",pola ujian yang sangat baik pengecekan kertas di universitas ini mudah
0,I don't like the -ve marking system. apart from that everything is great,saya tidak suka sistem penandaan terlepas dari itu semuanya bagus
-1,"Returning the question paper after the exams to be expected,because to clear and clarify the doubts regarding particular subjects",mengembalikan kertas pertanyaan setelah ujian diharapkan karena untuk membersihkan dan mengklarifikasi keraguan tentang subjek tertentu
1,examination pattern was excellent,pola pemeriksaan sangat baik
1,"Exams are conducted upon the the basis of the revised chapters upto that point, marks distribution is appropriate, paper checking is good",ujian dilakukan atas dasar bab yang direvisi hingga saat itu menandai distribusi sesuai pengecekan kertas itu bagus
0,very hard papers and main concept papers,makalah yang sangat keras dan makalah konsep utama
-1,strict paper correction.,koreksi kertas yang ketat
0,super but paper checking is not good,super tapi pengecekan kertas tidak bagus
1,NICE TIMING..,waktu yang tepat 
0,That's good to have a negative marking pattern in exam but the time is not sufficient to do all the questions.,itu bagus untuk memiliki pola penandaan negatif dalam ujian tetapi waktunya tidak cukup untuk melakukan semua pertanyaan
1,EXAMPATTERN IS GOOD AND MARKS DISTRIBUTION IS ALSO GOOD AND PAPER CHECKING IS VERY HARD,exampattern bagus dan menandai distribusi juga bagus dan pengecekan kertas sangat sulit
1,exam pattern is good and marks distribution is also good but paper checking is too hard,pola ujian bagus dan menandai distribusi juga bagus tetapi pengecekan kertas terlalu sulit
0,The examination pattern is good .But time is not sufficient for those questions.,pola pemeriksaan baik tapi waktu tidak cukup untuk pertanyaan pertanyaan itu
1,MCQ pattern is quite good and efficient way for evolving students.,pola mcq adalah cara yang cukup baik dan efisien untuk mengembangkan siswa
0,PAPER CHECKING IS VERY HARD REMAINING IS GOOD,pemeriksaan kertas sangat sulit tersisa
-1,"not satisfactory, lab work must include latest technologies",tidak memuaskan pekerjaan lab harus mencakup teknologi terbaru
1,Lab work is properly covered in the labs by the faculty and evaluations help to learn more practical knowledge in depth.,pekerjaan laboratorium dibahas dengan baik di laboratorium oleh fakultas dan evaluasi membantu mempelajari pengetahuan yang lebih praktis secara mendalam
1,practical work provides detail knowledge of theoretical work,pekerjaan praktis memberikan detail pengetahuan tentang pekerjaan teoretis
1,Everything is going fine in lab . learning new things. That is good for us,semuanya baik baik saja di lab mempelajari hal hal baru itu bagus untuk kita
-1,Lab and practical are not upto the mark. The topic which are practiced are almost already done in Btech.,praktikum dan kegiatan praktis tidak mencapai standar yang diharapkan topik yang dipraktikkan sebagian besar telah dibahas dalam program btech sebelumnya
-1,Not up to the mark,tidak mencapai standar yang diharapkan
-1,lab improves practical knowledge,lab meningkatkan pengetahuan praktis
0,Sometimes systems at labs are screwed up .Otherwise everything is at their respected desk.,terkadang sistem di laboratorium kacau selain itu semuanya ada di meja yang dihormati
1,Practical work is fair,pekerjaan praktis itu adil
1,Practical and easy learning,pembelajaran praktis dan mudah
-1,"The evaluation is again bad for our CA, as one of our faculty is really weird. He gives us remarks on the basis of how we present things in front of it, he never look for the content of our answer, which is really annoying. As he expects us to deliver answer in the way he wants us to do. But how can a person do that, as people do have different mentality and they do explain themselves in different manner, so a teacher must understand that quality of a child and should give him marks on the basis of what they say not what they should say.",evaluasi ini sekali lagi buruk untuk mata pelajaran ca kami karena salah satu dosen kami benarbenar aneh dia memberikan catatan kepada kami berdasarkan bagaimana kami menyajikan halhal di depannya dia tidak pernah melihat konten jawaban kami yang sangat menjengkelkan dia mengharapkan kami memberikan jawaban sesuai dengan apa yang dia inginkan namun bagaimana seseorang dapat melakukannya karena orang memiliki mentalitas yang berbeda dan mereka menjelaskan diri mereka dengan cara yang berbeda seorang guru seharusnya memahami kualitas seorang murid dan memberikan nilai berdasarkan apa yang mereka katakan bukan apa yang seharusnya mereka katakan
1,well and good infrastructure and have trending software in lab,nah dan infrastruktur yang baik dan memiliki perangkat lunak yang sedang tren di lab
-1,3 hours practical is so long. It should be of 2 hours only,3 jam praktis sangat panjang itu harus dari 2 jam saja
1,ok ok,ok ok
-1,practicle must be of 2 hours,praktik harus 2 jam
1,"It's good 
 Also depends on teacher's knowledge and student's interest","ini baik
 juga tergantung pada pengetahuan guru dan minat siswa"
-1,Too much lab file work,terlalu banyak pekerjaan file lab
0,Evaluation method is good.But the content is more to write in file,metode evaluasi bagus tapi kontennya lebih banyak untuk ditulis dalam file
0,I think electrotherapy practical should be of 2 hours.That's enough I think. Rest is fine.,saya pikir elektroterapi praktis harus 2 jam itu cukup saya pikir istirahat baik baik saja
-1,lab duration of 3 hours is very long .,durasi lab 3 jam sangat panjang
1,lab evaluations are pretty good .they help us a lot.,evaluasi lab cukup baik mereka sangat membantu kami
1,having good material in labs.,memiliki materi yang bagus di laboratorium
1,too much good,terlalu banyak bagus
-1,it is difficult to understand experiment in 1 hour,sulit untuk memahami eksperimen dalam 1 jam
1,lab work is also good,pekerjaan lab juga bagus
1,lab work is quite good,pekerjaan lab cukup baik
0,lab activities are good but not satisfactory in explaining point of view.,kegiatan laboratorium baik tetapi tidak memuaskan dalam menjelaskan sudut pandang
1,helps in improving skills,membantu dalam meningkatkan keterampilan
1,lab work is nice.,pekerjaan lab itu bagus
1,practical work including evaluations are good so that students can learn about practicals.,pekerjaan praktis termasuk evaluasi baik sehingga siswa dapat belajar tentang praktis
1,laboratory provides us a good knowledge about practicals.,laboratorium memberi kita pengetahuan yang baik tentang praktis
-1,practical work insome labs are not upto the marks,kerja praktek di beberapa laboratorium tidak sesuai standar
0,labs are good but experiments are not very informative,laboratorium bagus tetapi eksperimen tidak terlalu informatif
-1,the labs are not practically built,laboratorium tidak dibangun secara praktis
1,practical work is good,pekerjaan praktis itu bagus
1,super,super
1,This is the best in our university because there is no other university which takes seriously for practical work.,ini adalah yang terbaik di universitas kami karena tidak ada universitas lain yang membutuhkan pekerjaan praktis
-1,"some time lab is not proper working , some teacher's practical knowledge is less on the other side evaluations is not that much good",beberapa waktu lab tidak tepat bekerja pengetahuan praktis beberapa guru kurang di sisi lain evaluasi tidak terlalu bagus
-1,very poor.no equipments are there,sangat buruk tidak ada peralatan
-1,lab practicals and evaluations are below average and need lot of changes and improvements,praktik laboratorium dan evaluasi di bawah rata rata dan membutuhkan banyak perubahan dan perbaikan
-1,lab practical work can further be improved so that it can meet industrial standards,pekerjaan praktis laboratorium selanjutnya dapat ditingkatkan sehingga dapat memenuhi standar industri
1,excellent work,kerja bagus
-1,its hard to find a computer working in lab. Students cannot save data in one single PC,sulit menemukan komputer yang bekerja di lab siswa tidak dapat menyimpan data dalam satu pc tunggal
-1,"Not good, becouse in lab teachers do not teach us how to work on live projects or how to make a live project. So i have ovserved that whatever teachers have been teachig us in lab that will not usefull in our future life.",tidak baik karena guru laboratorium tidak mengajari kami cara mengerjakan proyek langsung atau cara membuat proyek langsung jadi saya telah melayani bahwa guru apa pun telah mengajar kami di lab yang tidak akan berguna dalam kehidupan kita di masa depan
-1,not good..the timing is too much for labs and syllabus is also so vast.we don't get proper revision,tidak baguskhakimnya terlalu banyak untuk laboratorium dan silabus juga sangat luas kami tidak mendapatkan revisi yang memadai
-1,i hate it,saya membencinya
-1,Practical work is in interesting but different teachers evaluate in their own way. Some of the teachers in some section give marks without taking viva and some does not give marks accordingly,pekerjaan praktis menarik tetapi guru yang berbeda mengevaluasi dengan caranya sendiri guru di beberapa bagian ada yang memberi nilai tanpa mengambil ujian lisan dan ada yang tidak memberi nilai sesuai
1,as per the lab evaluation we r satisfied with it,sesuai evaluasi laboratorium kami puas dengan itu
1,lab and practical work are litial good,lab dan pekerjaan praktis adalah hal yang baik
-1,not very good... must be improved.,tidak terlalu bagus  harus ditingkatkan
1,With the help of practicals students are able to understand all the concept.so it is also good.,dengan bantuan praktik siswa dapat memahami semua konsepnya jadi itu juga bagus
1,LAB IS VERY GOOD,lab sangat bagus
-1,not good...... must be improve,tidak bagus  harus ditingkatkan
1,Lab evaluations are good.,evaluasi laboratorium bagus
0,it was good but it can be improved,itu bagus tapi bisa ditingkatkan
-1,most of the teacher don't even bother about the practical performed by students.They give marks just by seeing face or something like that.,sebagian besar guru bahkan tidak peduli tentang praktik yang dilakukan oleh para siswa mereka memberikan nilai hanya dengan melihat wajah atau halhal semacam itu
-1,good but marks are not given properly,bagus tapi nilai tidak diberikan dengan benar
0,practicals are good but evaluations are not because they don't give enough time to work,praktis bagus tetapi evaluasi bukan karena mereka tidak memberikan cukup waktu untuk bekerja
1,They are conducted in proper way.,mereka dilakukan dengan cara yang tepat
0,Teachers are supposed to let the students know the actual use of the instruments used in the lab.,guru seharusnya memberi tahu para siswa tentang penggunaan instrumen yang digunakan di lab
1,excellent ...they work hard..their way of teaching is also pretty good,luar biasa  mereka bekerja keras  cara mengajar mereka juga cukup bagus
0,average 3.5/5,rata rata 355
0,"In labs,the lecturers has to interact with each student to improve their knowledge, in all the ways,before giving us the work they must explain about the experiment once so that we will come to know how to perform n take precautions while doing,........",di laboratorium para dosen harus berinteraksi dengan setiap siswa untuk meningkatkan pengetahuan mereka dalam segala hal sebelum memberi kita pekerjaan yang harus mereka jelaskan tentang percobaan sekali sehingga kita akan mengetahui bagaimana melakukan dan mengambil tindakan pencegahan saat melakukan 
1,its fine.,tidak apaapa
-1,More number of lab/practicals should be there to enhance practical knowledge.,lebih banyak jumlah labpraktis harus ada untuk meningkatkan pengetahuan praktis
1,Here we r able to do every thing by our own with u r valuable support,di sini kita dapat melakukan semuanya dengan dukungan kita sendiri
-1,There are no sufficient lab equipments in the labs and the avilable equipments are also not perfect.,tidak ada peralatan lab yang cukup di laboratorium dan peralatan yang dapat diselesaikan juga tidak sempurna
0,it is good leaning in lab but the lab instruments are not properly working,itu baik bersandar di lab tetapi instrumen lab tidak berfungsi dengan baik
1,labs are very interesting it is helpful to know the knowledge,lab sangat menarik sangat membantu mengetahui pengetahuannya
-1,According to me students are doing lab only for marks.,menurut saya siswa melakukan lab hanya untuk nilai
1,lab practical work help us to learn the things properly and evalution is also very necessary as it helps us to retain concepts,pekerjaan praktis lab membantu kita mempelajari hal hal dengan benar dan evaluasi juga sangat diperlukan karena membantu kita mempertahankan konsep
1,Lab or practical work is excellent and yes including evaluations also.,lab atau pekerjaan praktis sangat baik dan ya termasuk evaluasi juga
1,lab is very much helpful,lab sangat membantu
-1,in lab also they are showing partiality,di lab juga mereka menunjukkan keberpihakan
-1,Lab evaluations are very strict,evaluasi lab sangat ketat
-1,the lab evaluations are very strict,evaluasi laboratorium sangat ketat
1,labs n practicals are good.,laboratorium dan praktis itu bagus
1,practicals are pretty well.,praktis cukup baik
1,There is good evaluations in lab regarding practicle,ada evaluasi yang baik di lab tentang praktik
0,lab and practical works are good..with a little draw back of faculty in connecting the lab practical to the outside world..,lab dan karya karya praktis itu bagusdengan sedikit menarik fakultas dalam menghubungkan lab praktis ke dunia luar 
1,I like it soo much,saya sangat menyukainya
1,Lab is good the Prof explains everything before the lab begins and the Lab Asst helps us during the experiments,lab adalah baik prof menjelaskan segalanya sebelum laboratorium dimulai dan lab asst membantu kita selama percobaan
-1,very strictly they evaluted marks,mereka mengevaluasi nilai dengan sangat ketat
1,nice..enough,bagusselesaikan
1,labs are interesting and helpful to know the knowledge,laboratorium menarik dan bermanfaat untuk mengetahui pengetahuannya
1,Labs helps to know how the work is done.It thought me a good lessons.,lab membantu mengetahui bagaimana pekerjaan dilakukan ini mengira saya pelajaran yang baik
1,all labs and practical going on well,semua laboratorium dan praktis berjalan dengan baik
1,Labs are upto the mark.,laboratorium hingga sasaran
-1,Our labs do not have all facalities.,laboratorium kami tidak memiliki semua fasilitas
1,ALL PRACTICAL WORK IS GOOD,semua pekerjaan praktis itu bagus
0,library facilities are good but number of books are less,fasilitas perpustakaan bagus tetapi jumlah buku lebih sedikit
1,Library facilities are excellent in terms of good techniques that are used over there.,fasilitas perpustakaan sangat baik dalam hal teknik bagus yang digunakan di sana
0,"Its the best thing i have seen in this university,albeit the behaviour of library staff is unprofessional at times. They are whimsically rude.",ini hal terbaik yang pernah saya lihat di universitas ini meskipun perilaku staf perpustakaan kadang kadang tidak profesional mereka secara aneh kasar
1,library has huge collection of books from different authors,perpustakaan memiliki banyak koleksi buku dari penulis yang berbeda
1,Hardworking,kerja keras
0,I am satisfied with the facilities but few books are limited of database distribution,saya puas dengan fasilitas tetapi beberapa buku terbatas dari distribusi basis data
-1,Its required some libral in rules,diperlukan beberapa kelonggaran dalam aturan perpustakaan
-1,Its required some libral in rules,"diperlukan beberapa kelonggaran dalam aturan perpustakaan
"
1,good library facilities,fasilitas perpustakaan yang bagus
1,Library facilities are very good. No issues,fasilitas perpustakaan sangat bagus tidak ada masalah
0,Again some of the faculties don't know how to behave otherwise it is good.,sekali lagi beberapa fakultas tidak tahu bagaimana berperilaku sebaliknya itu bagus
1,library is very well managed and provide needed facilities to us,perpustakaan dikelola dengan sangat baik dan menyediakan fasilitas yang dibutuhkan untuk kami
-1,Its required some libral in rules,itu membutuhkan beberapa pustaka dalam aturan
1,They are doing there job well,mereka melakukan pekerjaan di sana dengan baik
-1,"Well... all the books are not avilable . If they are in library , books are in less number and strength of student are large.",yah  semua buku tidak tersedia jika mereka berada di perpustakaan buku buku dalam jumlah yang lebih sedikit dan kekuatan siswa besar
-1,all books are not available,semua buku tidak tersedia
-1,the system in library usually does not work . so it creates a problem for us to issue the book,sistem di perpustakaan biasanya tidak berfungsi jadi itu menciptakan masalah bagi kita untuk mengeluarkan buku
-1,Sometimes only book is available for some subjects and it is reserved,terkadang hanya satu buku yang tersedia untuk beberapa mata pelajaran dan buku tersebut telah dipesan
1,Its very helpful,itu sangat membantu
1,"Awesome, peaceful, relaxing atmosphere",suasana yang luar biasa damai dan santai
-1,I think number of books are very less according to the students .Only 2-3 copies are available.,saya pikir jumlah buku sangat kurang menurut siswa hanya 23 salinan yang tersedia
-1,I think stock is not enough more books are required.,saya pikir stok tidak cukup banyak buku yang diperlukan
1,very cooperative,sangat kooperatif
1,library facilities provided are excellent,fasilitas perpustakaan yang disediakan sangat bagus
1,good facilities,fasilitas yang bagus
-1,some books are not available. So please provide,"beberapa buku tidak tersedia jadi harap sediakan
"
1,there are doing there job good,ada pekerjaan di sana dengan baik
1,all are hardworking and punctual,semuanya pekerja keras dan tepat waktu
1,library is awesome and rich,perpustakaan itu luar biasa dan kaya
1,they are good,mereka bagus
1,library facility is good,fasilitas perpustakaan bagus
1,library facilities are good for students.,fasilitas perpustakaan baik untuk siswa
1,very good library facilities. Issuing time of book must be increased,fasilitas perpustakaan yang sangat bagus mengeluarkan waktu buku harus ditingkatkan
-1,more books should be provided and the issue period should be increased,lebih banyak buku harus disediakan dan periode masalah harus ditingkatkan
0,never went there,tidak pernah pergi ke sana
-1,book issuing time should be increased for 2 weeks,waktu penerbitan buku harus ditingkatkan selama 2 minggu
0,Really our library provides very good facilities for students and teachers but fine system was not good it was directly increased upto 10.This is not a good thing.,sungguh perpustakaan kami menyediakan fasilitas yang sangat baik untuk siswa dan guru tetapi sistem yang baik tidak baik itu secara langsung meningkat hingga 10 ini bukan hal yang baik
1,Its good and proper design,desainnya bagus dan tepat
1,library contains all the books regarding courses and other materials and very cooperative library staff,perpustakaan berisi semua buku mengenai kursus dan materi lainnya dan staf perpustakaan yang sangat kooperatif
1,all the books are easily available and accessable and the limit of book issued need to be increased,semua buku mudah tersedia dan dapat diakses dan batas buku yang dikeluarkan perlu ditingkatkan
1,library facilities are good . Every book is available in the library,fasilitas perpustakaan bagus setiap buku tersedia di perpustakaan
-1,"as per libraries, few books are not available and in computer library there are hardly 5 PCs working",sesuai perpustakaan beberapa buku tidak tersedia dan di perpustakaan komputer hampir tidak ada 5 pc yang berfungsi
-1,books are less,buku lebih sedikit
1,i love it,aku menyukainya
-1,i think library facilities are only for hostelers,saya pikir fasilitas perpustakaan hanya untuk asrama
-1,Capacity of library is less compared to size of university.,kapasitas perpustakaan kurang dibandingkan dengan ukuran universitas
1,library has providing excellent facilities,perpustakaan telah menyediakan fasilitas yang sangat baik
1,It will provide us various books to increase our knowledge or to understand the concept because it is good,ini akan memberi kita berbagai buku untuk meningkatkan pengetahuan kita atau memahami konsepnya karena itu bagus
-1,duration of issuing books from library should be changed from 1week to 2 week that would be great.,durasi mengeluarkan buku dari perpustakaan harus diubah dari 1 minggu menjadi 2 minggu yang akan menjadi hebat
-1,absolutely fine all books are there but the thing is that the time limit is very less we have to return the book that we have issued very fast,benar benar baik semua buku ada tetapi masalahnya adalah bahwa batas waktu sangat sedikit kita harus mengembalikan buku yang telah kita keluarkan dengan sangat cepat
0,i dont think about,saya tidak memikirkan
1,It is excellent.,itu sangat baik
-1,library facilities need to be improve by bringing some more books,fasilitas perpustakaan perlu ditingkatkan dengan membawa beberapa buku lagi
1,Library facilities are the strength of this university. It is awesome.,fasilitas perpustakaan adalah kekuatan universitas ini itu luar biasa
0,Almost each and every books is there.But the time limit for keeping book is too much shorted.,hampir setiap buku ada di sana tapi batas waktu untuk menjaga buku terlalu banyak disingkat
-1,"waste ,library is not the good place to study",limbah perpustakaan bukanlah tempat yang baik untuk belajar
0,It's good but we don't find the books because their are much less number of books,ini bagus tapi kami tidak menemukan buku karena buku itu jauh lebih sedikit
1,it is very nice and timings of library is good 5/5,ini sangat bagus dan waktu perpustakaan itu bagus 55
0,"good but there is more need of keeping books of general topics about social,polity,gk,...etc other than related to subject so that we will get some knowledge about country related issues..............",baik tetapi ada lebih banyak kebutuhan untuk menyimpan buku buku topik umum tentang sosial pemerintahan gk  dll selain terkait dengan subjek sehingga kita akan mendapatkan pengetahuan tentang masalah terkait negara  
0,Books are heavily outnumbered when compared to number of students this is the only problem with library.,buku buku jauh lebih banyak jumlahnya jika dibandingkan dengan jumlah siswa ini adalah satu satunya masalah dengan perpustakaan
-1,Insufficient books,buku yang tidak memadai
1,"I have no words to say about our library facilities,,,,,,,, SIMPLY AWESOME",saya tidak punya kata kata untuk diucapkan tentang fasilitas perpustakaan kami  cukup mengagumkan
1,good but timings should be 24hrs,bagus tapi waktunya harus 24 jam
0,"Library facility is very good but there is a problem collection of books, Available books are very less for some subjects",fasilitas perpustakaan sangat bagus tetapi ada masalah koleksi buku buku yang tersedia sangat sedikit untuk beberapa subjek
-1,rough handling,penanganan yang kasar
-1,books are not available,buku tidak tersedia
1,librery facilities are excellent,fasilitas perpustakaan sangat bagus
-1,Very rough handling,penanganan yang sangat kasar
0,yeah quite well but ... some of the books are not available,ya cukup baik tapi  beberapa buku tidak tersedia
1,library facilty is good,fasilitas perpustakaan itu bagus
1,"Library facilities are good, it maintains silence there and makes good environment to study but sometimes it goes very strict which is not required according to me.",fasilitas perpustakaan bagus mempertahankan keheningan di sana dan membuat lingkungan yang baik untuk dipelajari tetapi kadang kadang berjalan sangat ketat yang tidak diperlukan menurut saya
0,uncertain,tidak pasti
