sentiment,reviews
-1,"I would not recommend the lecture class to others. It was a terrible learning experience, and I hated it."
0,"The lecture class was okay. The lecturer was average, and the material was neither interesting nor boring."
0,"I learned a bit in the lecture class. The lecturer was clear enough, but the material was not very challenging."
0,"I felt like I was just another student in the lecture class. The lecturer didn't really know my name, and the other students were all strangers to me."
0,"I felt like I was prepared enough for the exam in the lecture class. The lecturer covered most of the important material, and we had a few practice problems to work on."
0,I would neither recommend nor not recommend the lecture class to others. It was a perfectly average learning experience.
1,"The lecture on Calculus was very informative and helpful. The lecturer was clear and concise, and he made the material easy to understand."
1,"The lecture on Physics was very engaging and interesting. The lecturer was passionate about the subject, and he made it come alive for the students."
1,"The lecture on Chemistry was very well-organized and easy to follow. The lecturer was thorough and meticulous, and he made sure that the students understood the material."
1,"The lecture on Biology was very relevant to the students' interests. The lecturer used real-world examples to illustrate the concepts, and he made the material relevant to the students' lives."
1,"The lecture on Literature was very thought-provoking and stimulating. The lecturer challenged the students to think critically about the material, and he encouraged them to share their own thoughts and ideas."
-1,"The lecture on Calculus was very dry and boring. The lecturer was monotone and uninspiring, and he made the material difficult to understand."
-1,"The lecture on Physics was very confusing and disorganized. The lecturer was often unclear about his points, and he made it difficult for the students to follow along."
-1,"The lecture on Chemistry was very tedious and repetitive. The lecturer went over the same material over and over again, and he made it difficult for the students to stay focused."
-1,"The lecture on Biology was very outdated and irrelevant. The lecturer used outdated examples to illustrate the concepts, and he made the material seem irrelevant to the students' lives."
-1,"The lecture on Literature was very subjective and biased. The lecturer imposed his own personal views on the material, and he did not allow the students to form their own opinions."
0,"The lecture on Calculus was okay. The lecturer was clear enough, but the material was not very engaging."
0,"The lecture on Physics was average. The lecturer was not particularly inspiring, but he was not terrible either."
0,"The lecture on Chemistry was functional. It served its purpose, but it was not particularly memorable."
0,"The lecture on Biology was adequate. It was good enough for the purpose of learning the material, but it was not anything special."
0,"The lecture on Literature was unremarkable. It was not particularly good or bad, it was just there."
1,The subject materials are well-written and engaging.
1,The subject materials are comprehensive and cover all of the important topics.
1,The subject materials are easy to understand and follow.
1,The subject materials are relevant to the students' interests and needs.
1,The subject materials are helpful for students to learn and achieve their goals.
-1,The subject materials are poorly written and difficult to understand.
-1,The subject materials are incomplete and do not cover all of the important topics.
-1,The subject materials are outdated and do not reflect the latest research.
-1,The subject materials are boring and do not engage students.
-1,The subject materials are irrelevant to the students' interests and needs.
0,The subject materials are adequate and meet the minimum requirements.
0,The subject materials are not particularly good or bad.
0,"The subject materials are a mixed bag, with some strengths and some weaknesses."
0,The subject materials could be improved with some changes.
0,The subject materials are a work in progress and are still being developed.
1,Clear
1,Comprehensive
1,Engaging
1,Helpful
1,Interesting
-1,Confusing
-1,Incomplete
-1,Irrelevant
-1,Boring
-1,Difficult
0,Adequate
0,Okay
0,Work in progress
0,Meets requirements
0,Could be improved
1,The lecture was really interesting and informative.
1,The lecturer was engaging and passionate about the subject matter.
1,I learned a lot in this class.
1,I felt like I was really engaged in the material.
1,I would definitely recommend this class to others.
-1,The lecture was really boring.
-1,The lecturer was monotone and hard to follow.
-1,I didn't learn anything in this class.
-1,I felt like I was just sitting there for an hour listening to someone talk.
-1,I would not recommend this class to others.
0,The lecture was okay.
0,The lecturer was fine.
0,"I didn't really learn anything new, but I didn't feel like I wasted my time either."
0,I was able to get through the lecture without falling asleep.
0,I'm not sure if I would take this class again.
1,"Getting great grades/scores requires hard work, dedication, and a willingness to learn."
1,It is a rewarding experience to see your hard work pay off in the form of high grades.
1,"Great grades/scores can open up many doors for you, such as scholarships, internships, and job opportunities."
1,They can also boost your confidence and self-esteem.
1,"Getting great grades/scores is a challenge, but it is one that is definitely worth pursuing."
-1,Getting great grades/scores can be very stressful and time-consuming.
-1,"It can be difficult to balance schoolwork with other activities, such as extracurriculars, work, and social life."
-1,It can be frustrating to put in a lot of hard work and not see the results you want.
-1,It can be demoralizing to compare yourself to other students who seem to be doing better than you.
-1,"Getting great grades/scores is not always possible, and that's okay."
0,Getting great grades/scores is a personal goal that everyone has to decide for themselves.
0,"There is no right or wrong answer, and there is no shame in not getting great grades/scores."
0,What matters most is that you are learning and growing as a student.
0,"If you are struggling to get good grades, there are resources available to help you, such as tutoring, study groups, and office hours."
0,Don't be afraid to ask for help when you need it.
1,I learned a lot about machine learning and how to apply it to real-world problems.
1,The class was challenging but rewarding.
1,The professor was knowledgeable and enthusiastic.
1,The class was well-organized and the materials were clear and concise.
1,I made some new friends in the class.
-1,The class was very demanding and required a lot of time and effort.
-1,Some of the concepts were difficult to understand.
-1,The class was not well-suited for students with no prior experience in machine learning.
-1,The professor was sometimes hard to follow.
-1,The class was not as hands-on as I would have liked.
0,The class was a good introduction to machine learning.
0,The class was not for everyone.
0,I would recommend the class to students who are interested in machine learning.
0,I would not recommend the class to students who are not interested in machine learning.
0,I am glad I took the class.
1,The lecturer was very kind and helpful.
1,The lecturer was always willing to answer questions.
1,The lecturer was engaging and made the material interesting.
1,The lecturer was organized and well-prepared.
1,The lecturer was passionate about the subject matter.
1,The lecturer created a positive and supportive learning environment.
1,The lecturer was accessible and easy to talk to.
1,The lecturer was a great resource for learning.
1,The lecturer made the class enjoyable.
-1,The lecturer was rude and dismissive.
-1,The lecturer was condescending and made students feel stupid.
-1,The lecturer was boring and made the material difficult to understand.
-1,The lecturer was disorganized and unprepared.
-1,The lecturer was not passionate about the subject matter.
-1,The lecturer created a negative and hostile learning environment.
-1,The lecturer was difficult to reach and unresponsive to questions.
-1,The lecturer was not a helpful resource for learning.
-1,The lecturer made the class unbearable.
0,The lecturer was neither kind nor mean.
0,The lecturer was neither helpful nor unhelpful.
0,The lecturer was neither engaging nor boring.
0,The lecturer was neither organized nor disorganized.
0,The lecturer was neither passionate nor unpassionate about the subject matter.
0,The lecturer created neither a positive nor negative learning environment.
0,The lecturer was neither accessible nor inaccessible.
0,The lecturer was neither a helpful nor unhelpful resource for learning.
0,The lecturer made the class neither enjoyable nor unenjoyable.
1,The presentation was well-organized and easy to follow.
1,The presenter was enthusiastic and engaged.
1,The presentation was informative and helpful.
1,The presentation was visually appealing and engaging.
1,The presenter used effective visuals and props to support their points.
1,The presenter answered questions clearly and concisely.
1,The presenter was able to keep the audience's attention throughout the presentation.
1,The presentation was a valuable learning experience for the audience.
1,The presenter was a role model for effective public speaking.
-1,The presentation was disorganized and difficult to follow.
-1,The presenter was monotone and uninspiring.
-1,The presentation was lacking in information and helpfulness.
-1,The presentation was visually unappealing and boring.
-1,The presenter did not use effective visuals or props to support their points.
-1,The presenter was unable to answer questions clearly and concisely.
-1,The presenter lost the audience's attention at times.
-1,The presentation was not a valuable learning experience for the audience.
-1,The presenter was not a role model for effective public speaking.
0,The presentation was average.
0,The presenter was adequate.
0,"The presentation was informative, but not particularly engaging."
0,"The presentation was visually appealing, but not particularly helpful."
0,"The presenter used some effective visuals, but could have used more."
0,"The presenter answered some questions clearly, but could have answered others more concisely."
0,The presenter kept the audience's attention for the most part.
0,"The presentation was a learning experience, but not a particularly memorable one."
0,"The presenter was a competent public speaker, but not a particularly inspiring one."
1,Lectures assignments can help students learn new material in a structured way.
1,They can provide students with opportunities to practice their skills and knowledge.
1,They can help students develop critical thinking and problem-solving skills.
1,They can help students prepare for exams and other assessments.
1,They can help students stay motivated and engaged in their studies.
-1,Lectures assignments can be time-consuming and demanding.
-1,They can be difficult to complete if students do not have the necessary skills or knowledge.
-1,They can be stressful and overwhelming for some students.
-1,They can lead to plagiarism and cheating if students do not properly cite their sources.
-1,They can be a source of anxiety and stress for some students.
0,Lectures assignments can vary in quality depending on the instructor.
0,"They can be helpful or harmful, depending on the student's learning style."
0,They can be a necessary part of the learning process or a distraction from it.
0,They can be a source of stress or a source of motivation.
0,"They can be a positive or negative experience, depending on the individual student."
-1,The lecturer is very disorganized and often goes off on tangents.
-1,The lecturer is not clear and concise in their teaching.
-1,The lecturer is not engaging and makes the class very boring.
-1,The lecturer is not knowledgeable about the subject matter.
-1,The lecturer is not helpful or approachable.
-1,The lecturer is biased or unfair in their grading.
-1,The lecturer is constantly late for class or cancels class at the last minute.
-1,The lecturer is rude or disrespectful to students.
-1,The lecturer is not available for office hours or to answer questions.
-1,The lecturer is not a good role model for students.
-1,The lecturer's teaching style is not effective for me.
-1,I feel like I am not learning anything in this class.
-1,I am struggling to keep up with the material in this class.
-1,I am not confident in my ability to pass this class.
-1,I am considering dropping this class.
-1,I have had a negative experience in this class.
-1,I would not recommend this class to other students.
-1,I am disappointed with the quality of teaching in this class.
-1,I feel like I am wasting my time in this class.
-1,I am frustrated with the lecturer's teaching style.
1,"An excellent lecturer. He is very knowledgeable and passionate about his subject, and he is able to clearly and concisely explain complex concepts. He is also very approachable and helpful, and he is always willing to answer questions."
1,"A fantastic lecturer. She is incredibly knowledgeable and engaging, and she always makes the material interesting and relevant. She is also very supportive of her students, and she is always willing to help them succeed."
1,"A brilliant lecturer. He is able to take complex concepts and make them understandable to even the most novice students. He is also very enthusiastic about his subject, and he always makes the class fun and engaging."
1,"A truly gifted lecturer. She is able to create a stimulating and challenging learning environment, while still making the material accessible to all students. She is also very supportive of her students, and she is always willing to go the extra mile to help them succeed."
1,"A master teacher. He is able to break down complex concepts into easy-to-understand terms, and he always makes the material relevant to the students' lives. He is also very passionate about his subject, and he always makes the class enjoyable."
1,"A brilliant and engaging lecturer. She is able to make even the most dry topics interesting, and she always keeps her students engaged. She is also very knowledgeable and helpful, and she is always willing to answer questions."
1,"A gifted teacher. She is able to create a stimulating and challenging learning environment, while still making the material accessible to all students. She is also very supportive of her students, and she is always willing to go the extra mile to help them succeed."
1,"A dynamic and inspiring lecturer. He is able to make the material come alive, and he always keeps his students engaged. He is also very knowledgeable and helpful, and he is always willing to answer questions."
1,"A fantastic lecturer. She is incredibly knowledgeable and engaging, and she always makes the material interesting and relevant. She is also very supportive of her students, and she is always willing to help them succeed."
1,"A brilliant lecturer. She is able to take complex concepts and make them understandable to even the most novice students. She is also very enthusiastic about her subject, and she always makes the class fun and engaging."
0,"The lecturer was knowledgeable and passionate about the subject, but their teaching style was a bit dry and lecture-heavy."
0,"The lecturer was organized and clear, but they could have been more engaging and interactive."
0,"The lecturer was helpful and supportive, but they didn't challenge students enough."
0,"The lecturer was creative and innovative, but their teaching methods were sometimes too complex or abstract."
0,"The lecturer was a good communicator, but they didn't always make the material relevant to students' lives."
0,"The lecturer was a good listener, but they didn't always provide enough feedback on student work."
0,"The lecturer was fair and impartial, but they didn't always push students to reach their full potential."
0,"The lecturer was well-prepared, but they didn't always take into account students' different learning styles."
0,"The lecturer was a good role model, but they didn't always set clear expectations for student behavior."
0,"The lecturer was a positive presence in the classroom, but they didn't always create a safe and supportive learning environment."
0,"The lecturer was clear and concise, but they could have gone into more detail on some of the concepts."
0,"The lecturer was engaging and interactive, but they could have been more organized."
0,"The lecturer challenged students to think critically, but they could have been more supportive."
0,"The lecturer's teaching methods were effective, but they could have been more innovative."
0,"The lecturer made the material relevant to students' lives, but they could have made it more challenging."
0,"The lecturer provided helpful feedback, but they could have been more timely."
0,"The lecturer pushed students to reach their full potential, but they could have been more patient."
0,"The lecturer took into account students' different learning styles, but they could have been more flexible."
0,"The lecturer set clear expectations for student behavior, but they could have been more consistent."
0,"The lecturer created a safe and supportive learning environment, but they could have been more welcoming."
0,"The lecturer's jokes were sometimes funny, but they could be a bit hit-or-miss."
0,"The lecturer's jokes were usually relevant to the material being taught, which made them more engaging."
0,"The lecturer had a good sense of humor, and their jokes helped to lighten the mood in the classroom."
0,"The lecturer's jokes were sometimes inappropriate or offensive, which made some students uncomfortable."
0,"The lecturer's jokes were often forced or unnatural, which made them less funny."
0,"The lecturer's jokes were sometimes used to distract students from the material being taught, which was not helpful."
0,"The lecturer's jokes were sometimes used to put students down, which was not appreciated."
0,"The lecturer's jokes were sometimes used to make themselves look good, which was not necessary."
0,"The lecturer's jokes were sometimes used to control the classroom, which was not effective."
0,"The lecturer's jokes were sometimes used to make the material more memorable, which was helpful."
-1,The lecturer's attempts at humor were cringeworthy and often fell flat.
-1,The lecturer's jokes were often offensive or inappropriate for the classroom setting.
-1,The lecturer's jokes were more disruptive than funny.
-1,The lecturer's jokes made it difficult to focus on the material being taught.
-1,The lecturer's jokes made me feel uncomfortable.
-1,The lecturer's jokes made me feel like I was being mocked.
-1,The lecturer's jokes were a waste of time.
-1,The lecturer's jokes were unprofessional.
-1,The lecturer's jokes made me question his/her competence as a teacher.
-1,I would not recommend this lecturer to anyone.
-1,The lecturer's attempts at humor were cringeworthy and often fell flat. This means that the lecturer's jokes were not funny and often made the students feel uncomfortable.
-1,The lecturer's jokes were often offensive or inappropriate for the classroom setting. This means that the lecturer's jokes made fun of certain groups of people or were about sensitive topics that should not have been joked about in a classroom setting.
-1,The lecturer's jokes were more disruptive than funny. This means that the lecturer's jokes took away from the learning experience and made it difficult for students to focus on the material being taught.
-1,"The lecturer's jokes made me feel uncomfortable. This means that the lecturer's jokes made the students feel awkward, embarrassed, or even scared."
-1,The lecturer's jokes made me feel like I was being mocked. This means that the lecturer's jokes were directed at the students and made them feel like they were being made fun of.
-1,The lecturer's jokes were a waste of time. This means that the lecturer's jokes did not add anything to the learning experience and were simply a distraction.
-1,"The lecturer's jokes were unprofessional. This means that the lecturer's jokes were not appropriate for a professional setting, such as a classroom."
-1,The lecturer's jokes made me question his/her competence as a teacher. This means that the lecturer's jokes made the students question whether the lecturer was qualified to teach the course.
-1,I would not recommend this lecturer to anyone. This means that the student had a negative experience with the lecturer and would not recommend them to other students.
0,I thought the lecturer's jokes were funny and helped to make the class more enjoyable.
0,I didn't find the lecturer's jokes funny and thought they were a distraction from the material being taught.
0,I thought the lecturer's jokes were sometimes inappropriate and made me uncomfortable.
0,I thought the lecturer's jokes were sometimes used to put students down and that was not appreciated.
1,The lecturer had a great sense of humor and used it to make the class more engaging.
1,The lecturer's jokes were funny and helped to lighten the mood in the classroom.
1,"The lecturer's jokes were relevant to the material being taught, which helped to make it more memorable."
1,The lecturer's jokes made the class more enjoyable and helped students to learn more effectively.
1,The lecturer's jokes were a great way to break the ice and get to know the students better.
1,The lecturer's jokes created a more relaxed and positive learning environment.
1,The lecturer's jokes helped students to feel more comfortable asking questions and participating in class discussions.
1,"The lecturer's jokes helped students to stay engaged in the material being taught, even when it was challenging."
1,The lecturer's jokes made the class more fun and helped students to look forward to coming to class.
1,I would highly recommend this lecturer to anyone who is looking for a teacher who is both knowledgeable and funny.
1,The lecturer had a great sense of humor and used it to make the class more engaging. This means that the lecturer was able to use humor to keep the students' attention and make the class more interesting.
1,"The lecturer's jokes were funny and helped to lighten the mood in the classroom. This means that the lecturer's jokes were not offensive or inappropriate, and they helped to create a more positive and relaxed learning environment."
1,"The lecturer's jokes were relevant to the material being taught, which helped to make it more memorable. This means that the lecturer's jokes were related to the course material, which helped students to remember the information more easily."
1,"The lecturer's jokes made the class more enjoyable and helped students to learn more effectively. This means that the lecturer's jokes made the class more fun, which helped students to be more engaged in the learning process."
1,"The lecturer's jokes were a great way to break the ice and get to know the students better. This means that the lecturer's jokes helped to create a more relaxed and informal atmosphere in the classroom, which made it easier for students to get to know each other and the lecturer."
1,"The lecturer's jokes created a more relaxed and positive learning environment. This means that the lecturer's jokes helped to create a more comfortable and supportive environment in the classroom, which helped students to learn more effectively."
1,"The lecturer's jokes helped students to feel more comfortable asking questions and participating in class discussions. This means that the lecturer's jokes helped to create a more open and inviting atmosphere in the classroom, which made students feel more comfortable sharing their thoughts and ideas."
1,"The lecturer's jokes helped students to stay engaged in the material being taught, even when it was challenging. This means that the lecturer's jokes helped to make the learning process more enjoyable and less daunting, which helped students to stay focused and motivated."
1,"The lecturer's jokes made the class more fun and helped students to look forward to coming to class. This means that the lecturer's jokes helped to create a more positive and enjoyable learning environment, which made students more likely to want to attend class."
-1,The lectures were poorly organized and difficult to follow.
-1,The lectures were too long and boring.
-1,The lectures were not relevant to the course material.
-1,The lecturer was not knowledgeable or engaging.
-1,The learning resources were outdated or incomplete.
-1,The learning resources were difficult to understand.
-1,The learning resources were not aligned with the course material.
-1,The learning resources were not available in a timely manner.
-1,The learning resources were too expensive.
-1,The learning resources were not accessible to students with disabilities.
-1,"The lectures were poorly organized and difficult to follow. This means that the lecturer did not provide a clear structure for the lectures, and it was difficult for students to keep track of what was being taught."
-1,The lectures were too long and boring. This means that the lectures were too long and students lost interest.
-1,The lectures were not relevant to the course material. This means that the lectures did not cover the material that was expected to be learned in the course.
-1,"The lecturer was not knowledgeable or engaging. This means that the lecturer did not have a good understanding of the material being taught, and they did not do a good job of keeping students engaged."
-1,"The learning resources were outdated or incomplete. This means that the learning resources were not up-to-date with the latest information, or they did not cover all of the material that was expected to be learned in the course."
-1,"The learning resources were difficult to understand. This means that the learning resources were written in a complex or confusing way, and it was difficult for students to understand the information."
-1,The learning resources were not aligned with the course material. This means that the learning resources did not cover the same material that was being taught in the course.
-1,The learning resources were not available in a timely manner. This means that the learning resources were not available to students when they needed them.
-1,"The learning resources were too expensive. This means that the learning resources were priced too high, and students could not afford to purchase them."
-1,The learning resources were not accessible to students with disabilities. This means that the learning resources were not available in a format that was accessible to students with disabilities.
0,"The lectures were well-organized and informative, but I found them to be a bit dry at times."
0,"The learning resources were helpful, but I wish there were more options available."
0,"The lectures were engaging and interactive, but I felt like I could have learned more from a traditional textbook."
0,"The learning resources were comprehensive and easy to use, but I found them to be a bit overwhelming at first."
0,"The lectures were delivered by experienced and knowledgeable instructors, but I felt like they could have been more engaging."
0,"The learning resources were created by experts in the field, but I found some of the information to be outdated."
0,"The lectures were offered at a convenient time and location, but I wish they were offered more frequently."
0,"The learning resources were affordable, but I felt like I could have gotten a better deal."
0,"The lectures were well-received by students, but I wish there was more student feedback available."
0,"The learning resources were used by students to improve their grades, but I wish there was more data on how effective they were."
0,"The lectures were offered as part of a larger program, but I wish they were available as a stand-alone option."
0,"The learning resources were available online, but I wish they were also available in print."
0,"The lectures were recorded and available for later viewing, but I wish they were also available for live streaming."
0,"The learning resources were updated regularly, but I wish they were updated more frequently."
0,"The lectures were accessible to students with disabilities, but I wish there were more options available for students with different learning styles."
0,"The learning resources were tailored to the needs of students, but I wish they were more customizable."
0,"The lectures were evaluated by students, but I wish there was more feedback available from instructors."
0,"The learning resources were evaluated by instructors, but I wish there was more feedback available from students."
0,"The lectures were a valuable resource for students, but I wish they were more affordable."
0,"The learning resources were a valuable resource for students, but I wish they were more accessible."
-1,DO NOT TAKE! He is a uncaring professor and the essay questions are really unclear. Highly recommend staying far away from his classes.
-1,I recommend that you completely avoid this class. The exam questions are unclear and he just rambles on without a coherent subject.
-1,He does not care about students and most definitely holds grudges.
-1,"DO NOT TAKE. He belittles his students and does not care about them. He told me that I should consider other majors, yet my GPA was at a 3.6 until I took his class."
-1,"One of the least caring teachers at Virginia tech. Talks about random, unrelated things, admits to being boring, and holds grudges against students who disagree."
-1,Just an absolutely awful teacher. He rambles incoherently the entire class and often belittles students and holds grudges.
1,No Comments
0,A teacher who really enjoys what he does he lives and breathes math a little confusing at times.
1,"The best Professor EVER! Very helpful, big heart, knows her stuff! I highly recommend her clas"
1,"The best teacher. Nice, understandable,HUMAN,very helpful...just Amazing. God Bless her"
1,"This teacher is a delight. super easy I just love her I took two CD classes with her. very friendly simple and effective way of teaching, I give her A+++"
1,"Appearance (Hot meaning very professional looking and clean). One of the best CD teachers in this Dept. She's positive, knows her stuff, fair, respectful, and compassionate."
1,He is one of the best teacher I have ever had. His contents is very clear. I have understood the formula in maths more with him than the other teachers. He is an A professor
-1,"The worst, don't take him. He was a last minute professor for us. He lectures too fast and when you tell him to slow down, he doesn't. I might as well have taught myself at home."
0,"There were only 4 tests and a homework assignment due at the end of the semester, so make it count. The Final and 2 tests were onlineopen book."
-1,The 1st lectures and test were very clear; easy to understand. The following lectures and tests were the exact opposite. I am beyond lost and confused and the class avg on the 2nd test was a 45.
-1,Only grades are quizzes so making sure you do good on those are a must. He is very hard to understand and does not make much sense sometimes. The final paper is difficult as well.
0,"The lecturer is a pretty nice guy. You are only graded on a few tests which are all extended response questions, but as long as you read the material and pay decent attention in class you should honestly be fine. I actually think he was a pretty generous grader and often gave partial credit points to give you credit where credit was due."
-1,"The lecturer gave very matter-of-fact and condescending responses to simple questions about the reading or questions on the final paper. As a class, it was fairly easy but hard at times, the actual classes however are very mundane and if you don't read, you will be very confused. There is no PowerPoint, no assignments just exams."
-1,"The lecturer was not very accessible for help outside of class. He was not very understanding. In a philosophy class, you are supposed to discuss ideas and opinions, but whenever you said something he didn't agree with, he wasn't very professional in addressing it. He made students feel stupid and would always say ""We went over this."""
-1,"Incredibly demeaning and patronizing no matter what your answer is, refuses to explain what assignments are or what we are covering, simply brushing it away with ""we went over it earlier"". I have not learned an ounce of information from this class, despite the various readings and explanations."
-1,The WORST experience I have ever had at JCU. He is the least professional professor and person I have ever encountered. Ironic that he teaches on ethics yet grades on personal matters. If you do not agree with him or call him out he will sabotage your grades. Avoid at all costs!!! He is a tenured professor so he thinks he can do whatever he wants.
-1,"The lecturer is a nice guy but the class is incredibly vague, just in general. No notes, powerpoints, etc. Hardly any explanations of expectations. Would avoid if possible."
-1,"He wasn't always clear when explaining or answering questions. Must read so you can participate in class lectures. He asks ""are we getting this"" and when we don't understand he doesn't always explain effectively. 4 quizzes (10pts), 1 final paper, midterm, & final."
0,"Lectures are dry, but write down everything he writes on the board. Articles are hard to interpret, so just memorize what he says they mean. Not many grades outside of exams - which are all extended response."
0,AN extremely hard class but find a friend who's good at philosophy then you're fine. Dr. Nlandu has a solid sense of humor but is so intimidating it makes me wanna cry.
1,"The class is extremely interesting if you are into Philosophy. He's a good teacher but answers questions with questions like a stereotypical philosopher. You need to read, it's all you do in the class"
1,"One of the most interesting, thought provoking classes I've ever taken. Dr. Nlandu works with students in a conversation based format to ensure that they understand the information. If you show effort he'll give you extra help and the occasional pity point."
-1,"He's a great guy, but his lectures are hard to follow. He will ask ""Are we getting this?"" multiple times a class, and the answer is always no. But take good notes and write down everything on review days, and you'll do fine. You don't HAVE to go to class, but you better have a friend who will share their notes if you do decide to skip."
0,"He can be a bit frustrating at times, esp. when it comes to his views on religion, but he is an overall nice guy who has a secret yearning to know that you are learning from him. He clearly is a heavy thinker, so don't give stupid, thoughtless answers, or you're going to pay (you WILL look like a fool at class end)."
-1,He is extremely hard to understand. His tests are very difficult and he is not helpful at all. I do not recommend this class or professor!
-1,"After completing this course, I can honestly say it was one of the worst that I have ever taken at JCU. I read for class and tried my best to understand the material, but the way he words tests make them so much harder than they should be. Good luck if he learns your name, he will ALWAYS call on you (I know from experience). Avoid him at all costs"
-1,Worst class I have ever taken. The lectures make zero sense and he is very unwilling to explain or answer questions in class. He actually is rude if you don't understand. I also went to his office hours often and he was very rude then too- he acted as if I was wasting his time and sat there and read his mail. Tests are impossible.
-1,"Doesn't teach at all. you can't ask questions because he will say ""you should know that, you read it."" 6 tests during the semester and 1 research paper. Avoid this class at all costs."
-1,I would not recommend him for FYS. He is not clear at all and his class didn't really make any sense. you could pull off an A if you really tried. If you don't give him exactly what HE wants in a paper or on the tests then its wrong. there are 3 tests and 3 group papers. the final is a paper done by yourself
0,"He is a pretty hard grader, although he sometimes grades students based on effort, which is helpful. If you seek him out after class and ask him to clarify material he is VERY helpful. It is a hard class. If you're not willing to put in the work, then don't take Nlandu."
1,"She was one of my favorite professors. I took her classes at Umass Lowell and she helped me through so much whether it be the language or culture aspect. As long as you invest in her class and show up prepared, you will succeed because she truly will do anything to make sure you do."
1,Cares about her stets. Will not move on untill everyone in the class understands. Goes through the text page by page. Lots of prep & practice before exams. Always available for extra help. Will give extra credit.
1,she was very nice person and a good teacher!
1,I took two classes with this teacher and loved her!she was very good and explained things well. quizzes and exams were fair. I loved her Italian classes
-1,"Can I say Freaking PSYCHO, I'm Italian, and could not tolerate the way she taught the language, Wish I had gotten my money back for this class, What a waste clearly very un-professional, appears to be decent at first but when it comes to problems your having in the class she clearly could care less!"
1,i absolutely loved giulia po! she's the nicest person and a really great teacher. she calls on everyone a lot so she really engages the class and you get a lot of practice speaking. and the class is not hard at all if u put some effort in.
-1,"why is she teaching, yuk, take someone else!"
-1,"Expects way too much for a basic 101 class, and has no respect for the english in her class, if you fail to take down everything she says in italian you are on her hit list...memo note knows her own language well, but does not know how to teach it."
1,"enjoys teaching, does good job, very helpful, cute"
1,"She is a good professor, though she gives a ton of hw, but if you do it, you do learn the language.She gives quizzes and exams which are fair, if you study you will do good.She calls on you in class in order to practice the language.gets upset if you dont"
-1,She is not a 5 star prof. Course not challenging and I learned literally nothing. She plays favorites and is not as nice as other reviews indicate. I found course extremely disappointing. I would stay away from this class.
1,"I took the professor's Po 110Q class and this class was really interesting. I really felt that she has a passion for her work. She is really energetic and enthusiastic. When I asked her questions, she always gave me interesting answers and I felt like she really cared about students. I highly recommend taking her class, you won't regret!"
1,Professor is so caring and replies to emails in a timely manner. She gives insightful comments to every little assignment you submit! I would say that the readings a bit heavy for a 3 unit course but overall very interesting. 10/10 recommend!
1,"Professor is extremely interactive. She read our journal entries before class and incorporated them into her lecture slides. She invites you to articulate the motivations behind different events in history, and isn't afraid to contradict you. Assigns a decent amount of topical readings. I wish she had given more of her takes on the writings."
1,Great professor. Very caring and always engaging.
1,"Great professor!! She is quite engaging, and I received great overview of Asian history!"
1,Great Professor. Best office hour I had in Berkeley.
1,"She was an incredible prof for this course. The tests and exam are tricky, but she's very clear in what she expects and what kind of material will be on them."
1,"She is really helpful. You just need to let her know that you're having trouble. Prepare for lot of assignment/quizzes. However, she will tell about them in first class."
1,She is a nice guy! Final is hard but she curves I estimate I get 80(original) but I get 90(based on the letter grade). She is a great prof.
1,Very good prof - so nice. She cares about how we were doing and adjusted testing based on that. Very good teaching as well.
1,She is a great professor. She replied emails quickly and is always willing to help. She is caring and thoughtful.
1,"She says that if you understand the examples from class that you will do very well on exams, and she is not kidding. Exams were very representative of the course material. She was always available through email and never made you feel stupid. Didn't give answers for the textbooks questions though, which never makes sense to me."
1,Professor is a really great professor. Professor Yang is very fast at replying to emails and is always willing to help. The lecture notes were really well written with lots of examples which I found helpful. All test questions were really fair and representative of the course content.
1,Examples were explained very clearly and useful to study off of for exams. I found her exams to be very straightforward with no surprises.
1,"(STAT 3400) From F to re-taking and getting an A, contrary to others, Po genuinely cares about helping her students succeed."
1,"Her lectures were very boring, mostly because the material being taught was not the most exciting. She doesn't really try to make the lectures exciting, but she does teach well if you can force yourself to stay awake and focus."
-1,Very inconsiderate of student who take multiple courses. Formula sheets for both midterm and final were mediocre. You have to memorize a lot of formulas. Doing undergrad with a bad professor is just the worst thing ever. Professors need to understand students are taking other courses as well. There is no need to for being too harsh on exams.
1,"Don't know why the rating for her is so low, she is actually one of the best statistic professors in the faculty, she cares about students and replies emails very fast. She does have an accent, but she also understands the materials thoroughly. And her notes are also very organized and easy to understand."
1,"The materials in STAT 3400 is difficult, but Po makes it easy to understand as she teaches how to get the solution step-by-step which is very helpful."
0,"Yes her accent is hard to understand but she posts all her notes online, read over those quickly and you won't have an issue. It's a little more work for you but overall she's not a bad prof just hard to understand."
-1,"Horrible prof. Gets confused by her own notes, explains things in the most complicated way possible, and teaches material on the assignments the day they are due. Accent is hard to understand, and is very unhelpful with questions. If you must take this course, find another teacher or use the stats help center!"
-1,Had to struggle very hard with her accent. Explanations are not at all clear and it seems as though shes explaining something memorized before class with no particular order. Presents complex iclicker questions first and then explains the concept after.
-1,Useless. Got lost in her own bad notes and had on occasion switched between English and Chinese mid-sentence.
-1,Very strong Chinese accent and poor teaching quality. I followed the way which this teacher taught to solve the problem but I got lots of wrong answer in my final exam.
-1,"Nice professor but barely comprehensible, you have to be really attentive. Exam is out of her control because it is set by the department."
-1,nice prof
